"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1012","smoke: main content sections are visible","Desktop Chromium","Fri Nov 07 20:41:05 GMT 2025","passed","Fri Nov 07 20:41:06 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
"","1017","smoke: footer section is present","Desktop Chromium","Fri Nov 07 20:41:13 GMT 2025","passed","Fri Nov 07 20:41:14 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
"","7278","smoke: basic navigation works","Desktop Chromium","Fri Nov 07 20:41:06 GMT 2025","passed","Fri Nov 07 20:41:13 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
"","2043","smoke: homepage loads with correct title","Desktop Chromium","Fri Nov 07 20:41:02 GMT 2025","passed","Fri Nov 07 20:41:04 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
