"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1003","smoke: main content sections are visible","Desktop Chromium","Fri Nov 07 22:54:04 GMT 2025","passed","Fri Nov 07 22:54:05 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
"","1488","smoke: homepage loads with correct title for Virufy","Desktop Chromium","Fri Nov 07 22:54:03 GMT 2025","passed","Fri Nov 07 22:54:04 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
"","7192","smoke: basic navigation works","Desktop Chromium","Fri Nov 07 22:54:05 GMT 2025","passed","Fri Nov 07 22:54:13 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
"","1012","smoke: footer section is present","Desktop Chromium","Fri Nov 07 22:54:13 GMT 2025","passed","Fri Nov 07 22:54:14 GMT 2025","Homepage Smoke Tests","smoke/homepage-minimal.spec.js","",""
